// 読み込むＢＧＭが決まる
Story:	eHX200

// 基本の向き
Dir:	1

// 台車モデル	0:標準軌 1:狭軌
Track:	0

// コミックのバイナリデータ
COMIC_DATA	2
comic_cmn
comic_hx200

// コミックの画像データ
COMIC_IMAGE	2
comic_img_cmn
comic_img_hx200

// コミックのSEデータ
COMIC_SE	2
comic_se_cmn
comic_se_hx200

// レール位置
RailPos:	2
9	0	0
812	0	0

// フリーラン開始レール
FreeRun:
9	0	0

// 対戦開始レール
VSPos:	2
9	0	0
9	0	0

// 対戦ＢＧＭ変更レール
VSMusic:	1
282


FadeImage:	2
fadehx200	fade_d32
fadee233	fade_d33

// 路線別画像データ
StageRes:	36
0	ht	hq_st_0
1	ht	hq_st_1
2	ht	hq_st_2
3	ht	hq_st_3
4	ht	hq_st_4
5	ht	hq_st_5
6	ht	hq_st_6
7	ht	hq_st_7
8	ht	hq_st_8
9	ht	hq_st_9
10	ht	hq_st_10
11	ht	hq_st_11
12	ht	hq_st_12
13	ht	hq_st_13
14	ht	hq_st_14
15	ht	hq_st_15
16	ht	hq_st_16
17	ht	hq_st_17
18	ht	hq_st_18
19	ht	hq_1
20	ht	hq_2
21	ht	hq_3
22	ht	hq_4
23	ht	hq_led_nonstop
24	ht	hq_5
25	ht	hq_5g
26	ht	hq_6g
27	ht	hq_2b
28	ht	hq_1b
29	ht	hq_9b
30	ht	hq_8b
31	ht	hq_7b
32	ht	hq_6
33	ht	hq_3g
34	ht	hq_2g
35	ht	hq_1g

// 画像設定情報
// amb番号（-1の場合はモデルデータを直接） / amb_child番号(モデル番号)（0で親（-1）を取得）
// 路線別画像データ番号 メッシュの表示切替の場合は0:非表示
// 0:駅表 表 1:駅表 裏 10:時刻表示案内 20:ホーム 30:テクスチャー変更 31:UV変更 32:メッシュの表示切替
// 何番目のコンポーネント？ / マテリアル番号
// UV変更の場合はUV値X / UV値Y
SetTexInfo:	491
0	217	0	20	20	0	0	// ２番
1	217	1	20	20	0	0	// 
2	217	2	20	20	0	0	// 
3	223	0	20	20	0	0	// ２番
4	223	1	20	20	0	0	// 
5	223	2	20	20	0	0	// 
6	223	3	20	20	0	0	// 
7	225	0	20	20	0	0	// ２番
8	225	1	20	20	0	0	// 
9	225	2	20	20	0	0	// 
10	225	3	20	20	0	0	// 
11	227	0	20	20	0	0	// ２番
12	227	1	20	20	0	0	// 
13	227	2	20	20	0	0	// 
14	227	3	20	20	0	0	// 
15	232	0	20	20	1	0	// ２番
16	232	1	20	20	1	0	// 
17	232	2	20	20	1	0	// 
18	232	3	20	20	1	0	// 
19	232	4	20	20	1	0	// 
20	231	0	21	20	0	0	// ３番
21	231	1	21	20	0	0	// 
22	231	2	21	20	0	0	// 
23	231	3	21	20	0	0	// 
24	231	4	21	20	0	0	// 
25	231	0	22	20	1	0	// ４番
26	231	1	22	20	1	0	// 
27	231	2	22	20	1	0	// 
28	231	3	22	20	1	0	// 
29	231	4	22	20	1	0	// 
30	235	0	20	20	1	0	// ２番
31	235	1	20	20	1	0	// 
32	235	2	20	20	1	0	// 
33	235	3	20	20	1	0	// 
34	240	0	21	20	0	0	// ３番
35	240	1	21	20	0	0	// 
36	240	2	21	20	0	0	// 
37	240	3	21	20	0	0	// 
38	240	0	22	20	1	0	// ４番
39	240	1	22	20	1	0	// 
40	240	2	22	20	1	0	// 
41	240	3	22	20	1	0	// 
42	259	0	22	20	0	0	// ４番
43	259	1	22	20	0	0	// 
44	259	2	22	20	0	0	// 
45	259	0	24	20	1	0	// ５番
46	259	1	24	20	1	0	// 
47	259	2	24	20	1	0	// 
48	282	0	20	20	1	0	// ２番
49	282	1	20	20	1	0	// 
50	282	2	20	20	1	0	// 
51	282	3	20	20	1	0	// 
52	282	4	20	20	1	0	// 
53	300	0	20	20	0	0	// ２番
54	300	1	20	20	0	0	
55	300	2	20	20	0	0	
56	300	3	20	20	0	0	
57	300	4	20	20	0	0	
58	300	5	20	20	0	0	
59	308	0	24	20	0	0	
60	308	1	24	20	0	0	
61	314	0	22	20	0	0	
62	314	1	22	20	0	0	
63	315	0	21	20	0	0	
64	315	1	21	20	0	0	
65	319	0	20	20	0	0	// 蛍池
66	319	1	20	20	0	0	
67	319	2	20	20	0	0	
68	319	3	20	20	0	0	
69	342	0	20	20	1	0	// 豊中
70	342	1	20	20	1	0	
71	342	2	20	20	1	0	
72	342	3	20	20	1	0	
73	342	4	20	20	1	0	
74	345	0	20	20	1	0	// 岡町
75	345	1	20	20	1	0	
76	345	2	20	20	1	0	
77	345	3	20	20	1	0	
78	355	0	20	20	1	0	// 曽根
79	355	1	20	20	1	0	
80	355	2	20	20	1	0	
81	355	3	20	20	1	0	
82	354	0	21	20	0	0	// 曽根
83	354	1	21	20	0	0	
84	354	2	21	20	0	0	
85	354	3	21	20	0	0	
86	354	0	22	20	1	0	// 曽根
87	354	1	22	20	1	0	
88	354	2	22	20	1	0	
89	354	3	22	20	1	0	
90	356	0	20	20	0	0	// 服部
91	356	1	20	20	0	0	
92	356	2	20	20	0	0	
93	356	3	20	20	0	0	
94	363	0	21	20	0	0	// 庄内
95	363	1	21	20	0	0	
96	363	2	21	20	0	0	
97	363	3	21	20	0	0	
98	363	0	22	20	1	0	// 庄内
99	363	1	22	20	1	0	
100	363	2	22	20	1	0	
101	363	3	22	20	1	0	
102	364	0	20	20	1	0	// 庄内
103	364	1	20	20	1	0	
104	364	2	20	20	1	0	
105	364	3	20	20	1	0	
106	623	0	20	20	0	0	// 三国
107	623	1	20	20	0	0	
108	623	2	20	20	0	0	
109	623	3	20	20	0	0	
110	378	0	25	20	0	0	// 十三 4
111	378	1	22	20	1	0	
112	378	2	22	20	1	0	
113	378	3	22	20	1	0	
114	378	1	25	20	0	0	// 5g
115	378	2	25	20	0	0	
116	378	3	25	20	0	0	
117	376	0	22	20	0	0	// 十三 4
118	376	1	22	20	0	0	
119	376	0	25	20	1	0	// 5g
120	376	1	25	20	1	0	
121	379	0	26	20	0	0	// 6g
122	379	1	26	20	0	0	
123	379	2	26	20	0	0	
124	379	3	26	20	0	0	
125	380	0	21	20	0	0	// 3
126	380	1	21	20	0	0	
127	380	2	21	20	0	0	
128	380	3	21	20	0	0	
129	380	0	27	20	1	0	// 2b
130	380	1	27	20	1	0	
131	380	2	27	20	1	0	
132	382	0	28	20	0	0	// 1b
133	382	1	28	20	0	0	
134	382	2	28	20	0	0	
135	382	3	28	20	0	0	
136	381	0	27	20	0	0	// 2b
137	381	1	27	20	0	0	
138	381	2	27	20	0	0	
139	381	3	27	20	0	0	
140	381	1	21	20	1	0	// 3
141	381	2	21	20	1	0	
142	381	3	21	20	1	0	
143	670	0	21	20	0	0	// 3
144	670	1	21	20	0	0	
145	670	2	21	20	0	0	
146	670	3	21	20	0	0	
147	670	0	22	20	1	0	// 4
148	670	1	22	20	1	0	
149	670	2	22	20	1	0	
150	670	3	22	20	1	0	
151	671	0	28	20	0	0	// 1b
152	671	1	28	20	0	0	
153	671	2	28	20	0	0	
154	671	3	28	20	0	0	
155	671	0	27	20	1	0	// 2b
156	671	1	27	20	1	0	
157	671	2	27	20	1	0	
158	671	3	27	20	1	0	
159	433	0	29	20	0	0	// 9
160	433	1	30	20	0	0	
161	433	2	31	20	0	0	
162	433	3	32	20	0	0	
163	433	4	24	20	0	0	
164	433	5	22	20	0	0	
165	433	6	33	20	0	0	
166	433	7	34	20	0	0	
167	433	8	35	20	0	0	
168	434	0	29	20	0	0	// 9
169	434	1	30	20	0	0	
170	434	2	31	20	0	0	
171	434	3	32	20	0	0	
172	434	4	24	20	0	0	
173	434	5	22	20	0	0	
174	434	6	33	20	0	0	
175	434	7	34	20	0	0	
176	434	8	35	20	0	0	
177	217	0	1	0	0	0	// 清荒神上り
178	217	0	1	0	1	0	
179	217	1	1	0	0	0	
180	217	1	1	0	1	0	
181	217	2	1	0	0	0	
182	217	2	1	0	1	0	
183	218	0	1	0	0	0	// 清荒神下り
184	218	0	1	2	1	0	
185	218	1	1	0	0	0	
186	218	1	1	2	1	0	
187	223	0	2	0	0	0	// 売布神社上り
188	223	0	2	0	1	0	
189	223	1	2	0	0	0	
190	223	1	2	0	1	0	
191	223	2	2	0	0	0	
192	223	2	2	0	1	0	
193	223	3	2	0	0	0	
194	223	3	2	0	1	0	
195	224	0	2	0	0	0	// 売布神社下り
196	224	0	2	2	1	0	
197	224	1	2	0	0	0	
198	224	1	2	2	1	0	
199	224	2	2	0	0	0	
200	224	2	2	2	1	0	
201	224	3	2	0	0	0	
202	224	3	2	2	1	0	
